District,Categories,Place,Latitude,Longitude
Thiruvananthapuram,tourist,Neyyar Wildlife Sanctuary,8.5241391,76.9366376
Thiruvananthapuram,tourist,Ponmudi Hill Station,8.5241391,76.9366376
Thiruvananthapuram,tourist,Poovar Boating,8.3176908,77.070837
Thiruvananthapuram,tourist,Sasthampara Rural Tourism Centre ശാസ്താംപാറ,8.5105356,77.0463721
Thiruvananthapuram,tourist,Shangumugham Beach,8.4784498,76.9119061
Thiruvananthapuram,tourist,Space Museum,8.5241391,76.9366376
Thiruvananthapuram,tourist,Sree Padmanabhaswamy Temple,8.4827779,76.9435906
Thiruvananthapuram,tourist,The Black Sand Beach Varkala,8.5241391,76.9366376
Thiruvananthapuram,tourist,The Thiruvananthapuram Zoological Park - Thiruvananthapuram Kerala ,8.5105939,76.9549377
Thiruvananthapuram,tourist,Thumba Arattuvazhi Beach,8.5547358,76.8498524
Thiruvananthapuram,tourist,Valiathura Beach,8.464157,76.9245415
Thiruvananthapuram,tourist,Varkala Beach,8.5241391,76.9366376
Thiruvananthapuram,tourist,Veli Lake Tourist Village,8.5080206,76.8886702
Thiruvananthapuram,tourist,Vellanikkal Paramukal Viewpoint,8.6528896,76.8845515
Thiruvananthapuram,tourist,Vizhinjam Lighthouse (Kovalam Lighthouse),8.382892,76.9796914
Thrissur,tourist,Athirapalli Waterfalls,10.5276416,76.2144349
Thrissur,tourist,Charpa Waterfalls,10.5276416,76.2144349
Thrissur,tourist,Chimmini Wildlife Sanctuary,10.5276416,76.2144349
Thrissur,tourist,Guruvayur Temple,10.5945421,76.039378
Thrissur,tourist,Kauthuka Park,10.3404393,76.3328375
Thrissur,tourist,Kerala State Museum and Zoo Thrissur,10.5302136,76.2228855
Thrissur,tourist,Kottappuram Muziris Fort(remnants),10.5276416,76.2144349
Thrissur,tourist,Malakkapara View Point,10.5276416,76.2144349
Thrissur,tourist,Marine World Public Aquarium,10.5276416,76.2144349
Thrissur,tourist,Marottichal Waterfalls & Forest wildlife Sanctuary,10.4785714,76.3572783
Thrissur,tourist,"Nehru Park, Thrissur",10.5267147,76.2158546
Thrissur,tourist,Pattathippara Water Falls,10.5769039,76.3101182
Thrissur,tourist,Peechi -Vazhani Wildlife Sanctuary,10.6252302,76.3434679
Thrissur,tourist,Punnathur Kotta,10.5276416,76.2144349
Thrissur,tourist,Sakthan Thampuran Palace,10.5311744,76.2158957
Thrissur,tourist,Sholayar Forest Reserve,10.5276416,76.2144349
Thrissur,tourist,Silver Storm,10.5276416,76.2144349
Thrissur,tourist,Snehatheeram Beach,10.4330083,76.0768333
Thrissur,tourist,Sree Vadakkumnathan Temple,10.524494,76.2145126
Thrissur,tourist,St. Thomas Major Archi Episcopal Shrine Palayoor,10.5276416,76.2144349
Thrissur,tourist,Thumboormuzhi garden,10.5276416,76.2144349
Thrissur,tourist,Vadakkumnathan Temple Ground - Thekkinkadu Maidanam,10.523689,76.2152136
Thrissur,tourist,Vazhachal Waterfalls,10.5276416,76.2144349
Thrissur,tourist,Vilangan Hills,10.5573849,76.1685922
Wayanad,tourist,Ancient Jain Temple,11.6601663,76.2506633
Wayanad,tourist,Banasura Sagar Dam,11.67,75.957778
Wayanad,tourist,Banasuramala Meenmutty Waterfalls,11.6777206,75.9356808
Wayanad,tourist,Cheengeri Mala,11.6212076,76.1988789
Wayanad,tourist,Chembra,11.5117547,76.0887015
Wayanad,tourist,Edakkal Caves,11.6268407,76.234269
Wayanad,tourist,En Ooru,11.5296875,76.0154375
Wayanad,tourist,Glass Bridge 900 Kandi,11.5026544,76.1109092
Wayanad,tourist,Honey Museum Wayanad,11.5376016,76.0434602
Wayanad,tourist,Honey Museum Wayanad,11.5376016,76.0434602
Wayanad,tourist,Kaduvakuzhi View Point,11.6184364,76.1977356
Wayanad,tourist,Kanthanpara Waterfalls,11.5239348,76.1526896
Wayanad,tourist,"Karapuzha Dam, Adventure Park & Garden",11.6182901,76.1678346
Wayanad,tourist,Karinthandan Temple,11.519098,76.020907
Wayanad,tourist,Kurumbalakkotta Mala,11.6967069,76.0342489
Wayanad,tourist,Kuruvadweep,11.821667,76.092222
Wayanad,tourist,Lakkidi View Point,11.5121995,76.0189339
Wayanad,tourist,Muneeswaran Kunnu View Point,11.8635547,75.9589547
Wayanad,tourist,Pazhassi Park,11.7881942,76.0016526
Wayanad,tourist,Phantom Rock,11.636545,76.204627
Wayanad,tourist,Pookode Lake,11.5424566,76.0272233
Wayanad,tourist,Soochipara Waterfalls,11.5115356,76.1637859
Wayanad,tourist,The Sky Park,11.4967237,76.1051083
Wayanad,tourist,Wayanad Wildlife Sanctuary,11.6716011,76.3686564
Alappuzha,hotels,Alleppey Prince,9.5117785,76.3285604
Alappuzha,hotels,Camelot Hotel,9.5447179,76.3277725
Alappuzha,hotels,Hotel AJ Park,9.4923149,76.3338819
Alappuzha,hotels,Hotel Arcadia Regency,9.4961796,76.3386363
Alappuzha,hotels,Oxygen Resorts,9.5002753,76.3492147
Alappuzha,hotels,Ramada by Wyndham Alleppey,9.503111,76.3517363
Alappuzha,hotels,Treebo Tryst Palmyra Milford,9.4885749,76.3382557
Ernakulam,hotels,Grand Hyatt Kochi Bolgatty,9.987342,76.264687
Ernakulam,hotels,Hotel Abad Fort Kochi | Chullikkal,9.945172,76.25798
Ernakulam,hotels,Hotel Aroor Residency,9.8707506,76.3045041
Ernakulam,hotels,Hotel Prayana,9.9930244,76.2856853
Ernakulam,hotels,Hotel South Regency,9.9692236,76.2899822
Ernakulam,hotels,North Centre Hotel,9.9927806,76.2874188
Ernakulam,hotels,Old Lighthouse Bristow Hotel - Seaview Heritage Hotel,9.9629171,76.2377589
Ernakulam,hotels,The International Hotel,9.9838231,76.282874
Ernakulam,hotels,Wetzlar Resorts and Hotels,9.9848301,76.5674549
Idukki,hotels,Capital O Edassery Resort,9.7559051,77.1168072
Idukki,hotels,Holiday Vista Luxury Hotel and Spa,9.606565,77.1654342
Idukki,hotels,Hotel Emerald Inn,10.0853309,77.0647567
Idukki,hotels,Hotel PepperVine Thekkady,9.6050432,77.1727139
Idukki,hotels,Kgees- Hill Town Hotel,9.7581544,77.1154687
Idukki,hotels,ORANGE HOTEL KATTAPPANA,9.7562332,77.1215665
Idukki,hotels,Shola Crown Resort - Munnar,10.0221274,77.2600981
Idukki,hotels,WIND VALLEY,9.8100475,77.2355098
Kannur,hotels,Haris Beach Home,11.8440792,75.3963086
Kannur,hotels,Hotel Paris Presidency,11.8744775,75.3703662
Kannur,hotels,Hotel Sky Palace,11.8720562,75.3718691
Kannur,hotels,Hotel Victoria,11.8744775,75.3703662
Kannur,hotels,KTDC Loom Land Kannur,11.8723964,75.3701664
Kasargod,hotels,Hotel Highway Castle,12.514137,75.000537
Kasargod,hotels,Neeleshwar Hermitage,12.2628401,75.0976386
Kasargod,hotels,Orchid Ranipuram,12.4173639,75.360291
Kasargod,hotels,Taj Bekal Resort & Spa,12.4230736,75.0157357
Kasargod,hotels,The LaLiT Resort & Spa Bekal,12.4438423,75.0072288
Kollam,hotels,Ambalakkara Regency,9.0052245,76.7834711
Kollam,hotels,Hotel Sea Pearl,8.8902438,76.6057087
Kollam,hotels,Super Capital O Hotel Dona Castle,8.8875852,76.5794711
Kollam,hotels,The Leela Ashtamudi A Raviz Hotel,8.9072156,76.5780246
Kollam,hotels,The Quilon Beach Hotel & Convention Centre,8.875391,76.592284
Kottayam,hotels,Chrysoberyl Hotel & Convention Centre,9.5883688,76.5363243
Kottayam,hotels,Contour Backwaters Hotel Resort & Convention Centre,9.5915668,76.5221531
Kottayam,hotels,Hotel Aida,9.5827735,76.5216469
Kottayam,hotels,Hotel Arcadia,9.5862097,76.5228361
Kottayam,hotels,Kumarakom Heritage Resort & Ayurveda,9.6535838,76.4278697
Kottayam,hotels,Mango Meadows Resort,9.7437392,76.4714577
Kottayam,hotels,Sunstar Residency & Food Plaza Pala,9.7148509,76.6898181
Kottayam,hotels,The Hotel Elegance,9.6828043,76.6095689
Kottayam,hotels,The Windsor Castle Leisure Hotel & Ayurvedic Resort,9.5716962,76.5194141
Kozhikode,hotels,Grand Plaza Suites @ Calicut Beach,11.2564029,75.7739179
Kozhikode,hotels,Hotel Marina Residency,11.2606458,75.7778625
Kozhikode,hotels,Kovilakam Residency Pvt Ltd,11.2456878,75.7989635
Kozhikode,hotels,Sea Queen Hotel,11.2508705,75.7720168
Kozhikode,hotels,Westway Hotel,11.2767984,75.7722063
Malappuram,hotels,HOTEL AFRAD INTERNATIONAL KONDOTTY,11.1426735,75.9678257
Malappuram,hotels,Hotel Rydges Inn,10.9963042,75.9929375
Malappuram,hotels,Hotel Woodbine Foliage,11.0406758,76.0937481
Malappuram,hotels,The Rubis Kottakkal,11.001468,76.006931
Palakkad,hotels,ATS Residency,10.7631933,76.6511741
Palakkad,hotels,HOTEL AMMBADI,10.7715958,76.651862
Palakkad,hotels,Hotel Fort Palace,10.7622128,76.653875
Palakkad,hotels,Hotel Gazala,10.7751313,76.6583899
Palakkad,hotels,Nalanda Inn,10.767045,76.6627908
Pathanamthitta,hotels,AIRCO Le Grand Inn hotel,9.3849341,76.5767607
Pathanamthitta,hotels,Club 7 Hotel,9.2647582,76.7870414
Pathanamthitta,hotels,Hotel Hills Park,9.2666145,76.803768
Pathanamthitta,hotels,Hotel KGA Elite Continental,9.3872887,76.5748368
Pathanamthitta,hotels,PARTHASARATHY RESIDENCY,9.2679393,76.7893899
Thiruvananthapuram,hotels,Abad Harmonia | Resort in Kovalam,8.3557034,77.0204819
Thiruvananthapuram,hotels,Club Mahindra Resort - Poovar - Kerala,8.3064254,77.0861081
Thiruvananthapuram,hotels,Gokulam Grand Turtle on the Beach,8.3903379,76.9763897
Thiruvananthapuram,facilities,Hotel Beach Florra Inn,8.3852108,76.9795235
Thiruvananthapuram,hotels,Hotel Rohini International,8.670354,77.0850059
Thiruvananthapuram,hotels,InDa Hotel,8.5241391,76.9366376
Thiruvananthapuram,hotels,Magnolia Guesthouse-Varkala resorts|Budget resorts in Varkala|Beach resorts in Varkala,8.7491168,76.6959765
Thiruvananthapuram,hotels,Niraamaya Retreats Surya Samudra Kovalam,8.3631722,77.0079653
Thiruvananthapuram,hotels,Poovar Island Resort,8.3214433,77.0777759
Thrissur,hotels,Ashoka Inn,10.5138202,76.2149082
Thrissur,hotels,EdenValley Lake View Resort,10.6178261,76.2381186
Thrissur,hotels,Hamara hotels & Bar Thrissur,10.5058386,76.259677
Thrissur,hotels,Hotel Dass Continental,10.5141706,76.2164357
Thrissur,facilities,Hotel Devaragam,10.5957486,76.044472
Thrissur,hotels,Hyatt Regency Thrissur,10.5415219,76.1843391
Thrissur,hotels,KTDC Nandanam,10.5959775,76.0452821
Thrissur,hotels,Pathans Residential Hotel,10.522435,76.214314
Thrissur,hotels,Victory Inn Park Residency,10.6665067,76.0759332
Wayanad,hotels,HOTEL GREAT JUBILEE,11.662446,76.254378
Wayanad,hotels,Hotel Mint Flower,11.6649505,76.2624978
Wayanad,hotels,Karapuzha Village Resort,11.6106926,76.1614026
Wayanad,facilities,Le Sapphire Hotel & Restaurant,11.6683333,76.2663
Wayanad,hotels,Vistara Resort,11.6111892,76.1802791
Wayanad,hotels,WILTON HOTEL & RESTAURANT,11.6585731,76.2469872
Kodaikanal,tourist,GunaCave,10.2103444,77.4617799
Kodaikanal,tourist,Pillar Rocks Viewpoint,10.2098894,77.4651615
Kodaikanal,tourist,Silver cascade falls,10.2416013,77.5107328
Kodaikanal,tourist,Upper Lake View,10.2303509,77.4754961
Kodaikanal,tourist,Pine Forest,10.2136358,77.4588208
Hampi,tourist,Group of Monuments at Hampi,15.3349769,76.4619233
Hampi,tourist,Lotus Mahal,15.3202851,76.4713243
Hampi,tourist,Mathanga Hill,15.3316387,76.4682381
Hampi,tourist,Virupaksha Temple,15.3351333,76.4586529
Vagamon,tourist,Vagamon Meadows,9.6671447,76.9210489
Vagamon,tourist,Vagamon Pine Forest,9.6903995,76.9083642
Vagamon,tourist,Vagamon Tea Lake Boating,9.6889733,76.9101482

